channel,title,number,date,genre,detail
KBS2,(신사와아가씨),4418,10월2주차,드라마,"가족,로맨스"
SBS,(원더우먼),2728,10월2주차,드라마,로맨틱코미디
KBS2,(빨강구두),2693,10월2주차,드라마,"복수, 멜로"
KBS1,(국가대표와이프),2245,10월2주차,드라마,"가족, 코미디"
SBS,미운우리새끼다시쓰는육아일기,2236,10월2주차,예능,리얼리티
KBS2,1박2일,1966,10월2주차,예능,여행
SBS,(홍천기),1697,10월2주차,드라마,"사극, 로맨스, 판타지"
MBC,놀면뭐하니,1544,10월2주차,예능,리얼 버라이어티 쇼
KBS1,KBS9시뉴스,1526,10월2주차,뉴스,뉴스
KBS1,인간극장,1443,10월2주차,시사/교양,다큐
MBC,(검은태양THEVEIL),1442,10월2주차,드라마,액션
MBC,나혼자산다,1393,10월2주차,예능,리얼리티
SBS,TV동물농장,1358,10월2주차,시사/교양,리얼리티
SBS,궁금한이야기Y,1347,10월2주차,시사/교양,시사교양
SBS,골때리는그녀들,1325,10월2주차,예능,특집
KBS1,아침마당,1191,10월2주차,시사/교양,시사교양
KBS1,6시내고향,1137,10월2주차,시사/교양,시사교양
SBS,순간포착,1122,10월2주차,시사/교양,리얼리티
KBS2,박원숙의같이삽시다,1121,10월2주차,예능,시사교양
MBC,미스터리음악쇼복면가왕,1090,10월2주차,예능,음악
TV CHOSUN,내일은국민가수,3174,10월2주차,예능,오디션
TV CHOSUN,내일은국민가수,2710,10월2주차,예능,오디션
JTBC,어쩌다벤져스뭉쳐야찬다2,1681,10월2주차,예능,스포츠
TV CHOSUN,뽕숭아학당인생학교,1281,10월2주차,예능,예능
TV CHOSUN,뽕숭아학당인생학교,1197,10월2주차,예능,예능
TV CHOSUN,TV조선뉴스9,1088,10월2주차,뉴스,뉴스
TV CHOSUN,강적들,985,10월2주차,시사/교양,시사교양
TV CHOSUN,내일은국민가수,909,10월2주차,예능,오디션
TV CHOSUN,내딸하자,892,10월2주차,예능,예능
TV CHOSUN,TV조선뉴스7,891,10월2주차,뉴스,뉴스
tvN,(갯마을차차차),2736,10월2주차,드라마,로맨틱코미디
tvN,TVNSPORTS2022카타르월드컵최종예선,2133,10월2주차,스포츠,스포츠
tvN,슬기로운산촌생활,1814,10월2주차,예능,예능
tvN,유퀴즈온더블럭,1051,10월2주차,예능,토크쇼
tvN,하이클래스,1017,10월2주차,드라마,미스터리
tvN,리얼리티,808,10월2주차,예능,리얼리티
tvN,놀라운토요일예능신대륙개척,800,10월2주차,예능,리얼 버라이어티 쇼
Mnet,스트릿우먼파이터,797,10월2주차,예능,서바이벌
tvN,유미의세포들,685,10월2주차,드라마,"로맨스, 일상"
tvN,새해전야,577,10월2주차,영화,로맨스
KBS2,(신사와아가씨),4171,10월1주차,드라마,"가족,로맨스"
KBS2,(빨강구두),2698,10월1주차,드라마,"복수, 멜로"
KBS1,(속아도꿈결),2657,10월1주차,드라마,"가족, 로맨스"
SBS,(원더우먼),2491,10월1주차,드라마,로맨틱코미디
SBS,미운우리새끼다시쓰는육아일기,2090,10월1주차,예능,리얼리티
KBS2,1박2일,1943,10월1주차,예능,여행
KBS1,KBS9시뉴스,1722,10월1주차,뉴스,뉴스
MBC,(검은태양),1674,10월1주차,드라마,액션
MBC,나혼자산다,1665,10월1주차,예능,리얼리티
SBS,(홍천기),1632,10월1주차,드라마,"사극, 로맨스, 판타지"
MBC,놀면뭐하니,1582,10월1주차,예능,리얼 버라이어티 쇼
SBS,골때리는그녀들,1476,10월1주차,예능,특집
KBS1,인간극장,1347,10월1주차,시사/교양,다큐
SBS,TV동물농장,1321,10월1주차,시사/교양,리얼리티
KBS2,살림하는남자들,1250,10월1주차,예능,리얼리티
MBC,황금어장라디오스타,1218,10월1주차,예능,토크쇼
KBS1,김영철의동네한바퀴,1198,10월1주차,시사/교양,다큐
KBS1,가요무대,1179,10월1주차,음악,음악
KBS1,아침마당,1135,10월1주차,시사/교양,시사교양
KBS1,6시내고향,1106,10월1주차,시사/교양,시사교양
TV CHOSUN,사랑의 콜센터 - TOP6의선물,2079,10월1주차,예능,리얼리티
TV CHOSUN,사랑의 콜센터 - TOP6의선물,1981,10월1주차,예능,리얼리티
JTBC,어쩌다벤져스뭉쳐야찬다2,1669,10월1주차,예능,스포츠
TV CHOSUN,뽕숭아학당인생학교,1429,10월1주차,예능,예능
TV CHOSUN,뽕숭아학당인생학교,1315,10월1주차,예능,예능
TV CHOSUN,TV조선뉴스9,1156,10월1주차,뉴스,뉴스
TV CHOSUN,와이프 카드 쓰는 남자,1117,10월1주차,예능,리얼리티
TV CHOSUN,강적들,964,10월1주차,시사/교양,시사교양
MBN,나는자연인이다,947,10월1주차,시사/교양,다큐
TV CHOSUN,와이프 카드 쓰는 남자,923,10월1주차,예능,리얼리티
tvN,(갯마을차차차),2608,10월1주차,드라마,로맨틱코미디
tvN,유퀴즈온더블럭,1136,10월1주차,예능,토크쇼
tvN,하이클래스,898,10월1주차,드라마,미스터리
tvN,리얼리티,852,10월1주차,예능,리얼리티
tvN,서복,846,10월1주차,영화,"액션, SF"
tvN,놀라운토요일예능신대륙개척,837,10월1주차,예능,리얼 버라이어티 쇼
tvN,유미의세포들,705,10월1주차,드라마,"로맨스, 일상"
Mnet,스트릿우먼파이터,693,10월1주차,예능,서바이벌
tvN,식스센스2,611,10월1주차,예능,"추리, 예능"
tvN,전무후무한특종랭킹프리한19,509,10월1주차,예능,예능
KBS2,(오케이광자매),5105,9월3주차,드라마,로맨스
KBS2,(빨강구두),2634,9월3주차,드라마,"복수, 멜로"
KBS1,(속아도꿈결),2546,9월3주차,드라마,"가족, 로맨스"
KBS2,2021한가위대기획피어나라대한민국심수봉,2006,9월3주차,특집,특집
SBS,미운우리새끼다시쓰는육아일기,1849,9월3주차,예능,리얼리티
MBC,놀면뭐하니,1830,9월3주차,예능,리얼 버라이어티 쇼
SBS,(홍천기),1826,9월3주차,드라마,"사극, 로맨스, 판타지"
KBS1,KBS9시뉴스,1747,9월3주차,뉴스,뉴스
KBS2,1박2일,1693,9월3주차,예능,여행
MBC,나혼자산다,1482,9월3주차,예능,리얼리티
SBS,골때리는그녀들,1461,9월3주차,예능,특집
SBS,(원더우먼),1409,9월3주차,드라마,로맨틱코미디
MBC,(검은태양THEVEIL),1407,9월3주차,드라마,액션
KBS1,인간극장,1294,9월3주차,시사/교양,다큐
KBS2,슈퍼맨이돌아왔다,1278,9월3주차,예능,리얼리티
SBS,집사부일체,1276,9월3주차,예능,리얼 버라이어티 쇼
SBS,TV동물농장,1262,9월3주차,시사/교양,리얼리티
KBS2,살림하는남자들,1209,9월3주차,예능,리얼리티
SBS,궁금한이야기Y,1202,9월3주차,시사/교양,시사교양
SBS,순간포착,1195,9월3주차,시사/교양,리얼리티
TV CHOSUN,사랑의콜센타,1824,9월3주차,예능,리얼리티
JTBC,어쩌다벤져스뭉쳐야찬다2,1792,9월3주차,예능,스포츠
TV CHOSUN,사랑의콜센타,1741,9월3주차,예능,리얼리티
TV CHOSUN,뽕숭아학당인생학교,1517,9월3주차,예능,예능
TV CHOSUN,뽕숭아학당인생학교,1498,9월3주차,예능,예능
TV CHOSUN,국민의힘대선후보경선토론회,1110,9월3주차,시사/교양,시사교양
TV CHOSUN,TV조선뉴스9,1037,9월3주차,뉴스,뉴스
TV CHOSUN,강적들,930,9월3주차,시사/교양,시사교양
TV CHOSUN,내딸하자,885,9월3주차,예능,예능
TV CHOSUN,골프왕,823,9월3주차,예능,스포츠
tvN,슬기로운의사생활2,3853,9월3주차,드라마,의학
tvN,(갯마을차차차),2214,9월3주차,드라마,로맨틱코미디
tvN,유퀴즈온더블럭,1245,9월3주차,예능,토크쇼
tvN,대탈출4,907,9월3주차,예능,리얼리티
tvN,식스센스2,871,9월3주차,예능,"추리, 예능"
tvN,하이클래스,841,9월3주차,드라마,미스터리
tvN,벌거벗은세계사,819,9월3주차,예능,역사
tvN,놀라운토요일예능신대륙개척,764,9월3주차,예능,리얼 버라이어티 쇼
Mnet,스트릿우먼파이터,738,9월3주차,예능,서바이벌
tvN,빌려드립니다바퀴달린집,669,9월3주차,예능,예능
KBS2,(오케이광자매),5217,9월1주차,드라마,로맨스
SBS,(WARINLIFE펜트하우스3),3444,9월1주차,드라마,스릴러
KBS2,(빨강구두),2602,9월1주차,드라마,"복수, 멜로"
KBS1,(속아도꿈결),2591,9월1주차,드라마,"가족, 로맨스"
KBS2,1박2일,2245,9월1주차,예능,여행
SBS,미운우리새끼다시쓰는육아일기,2236,9월1주차,예능,리얼리티
MBC,놀면뭐하니,1883,9월1주차,예능,리얼 버라이어티 쇼
KBS1,KBS9시뉴스,1763,9월1주차,뉴스,뉴스
MBC,나혼자산다,1577,9월1주차,예능,리얼리티
KBS1,인간극장,1552,9월1주차,시사/교양,다큐
KBS2,살림하는남자들,1516,9월1주차,예능,리얼리티
SBS,순간포착,1355,9월1주차,시사/교양,리얼리티
SBS,(홍천기),1354,9월1주차,드라마,"사극, 로맨스, 판타지"
SBS,궁금한이야기Y,1317,9월1주차,시사/교양,시사교양
KBS1,특파원보고세계는지금,1292,9월1주차,시사/교양,시사교양
SBS,TV동물농장,1281,9월1주차,시사/교양,리얼리티
KBS2,(경찰수업),1278,9월1주차,드라마,형사
KBS2,사장님귀는당나귀귀,1273,9월1주차,예능,리얼 버라이어티 쇼
KBS1,김영철의동네한바퀴,1218,9월1주차,시사/교양,다큐
KBS1,가요무대,1179,9월1주차,음악,음악
TV CHOSUN,사랑의콜센타,2093,9월1주차,예능,리얼리티
JTBC,어쩌다벤져스뭉쳐야찬다2,2057,9월1주차,예능,스포츠
TV CHOSUN,뽕숭아학당인생학교,1803,9월1주차,예능,예능
TV CHOSUN,사랑의콜센타,1793,9월1주차,예능,리얼리티
TV CHOSUN,뽕숭아학당인생학교,1538,9월1주차,예능,예능
TV CHOSUN,TV조선뉴스9,1124,9월1주차,뉴스,뉴스
TV CHOSUN,내딸하자,1092,9월1주차,예능,예능
TV CHOSUN,강적들,1006,9월1주차,시사/교양,시사교양
TV CHOSUN,내딸하자,1000,9월1주차,예능,예능
TV CHOSUN,골프왕,971,9월1주차,예능,스포츠
tvN,(갯마을차차차),2178,9월1주차,드라마,로맨틱코미디
tvN,유퀴즈온더블럭,1513,9월1주차,예능,토크쇼
tvN,TVNSPORTS2022카타르월드컵최종예선,1349,9월1주차,스포츠,스포츠
tvN,놀라운토요일예능신대륙개척,863,9월1주차,예능,리얼 버라이어티 쇼
tvN,벌거벗은세계사,808,9월1주차,예능,역사
tvN,식스센스2,798,9월1주차,예능,"추리, 예능"
tvN,대탈출4,791,9월1주차,예능,리얼리티
tvN,코미디빅리그,523,9월1주차,예능,코미디
Mnet,스트릿우먼파이터,509,9월1주차,예능,서바이벌
tvN,신혼옵서예우도주막,460,9월1주차,예능,자영업
KBS2,(오케이광자매),5345,8월3주차,드라마,로맨스
SBS,(WARINLIFE펜트하우스3),3681,8월3주차,드라마,스릴러
KBS1,(속아도꿈결),2672,8월3주차,드라마,"가족, 로맨스"
KBS2,(빨강구두),2461,8월3주차,드라마,"복수, 멜로"
SBS,미운우리새끼다시쓰는육아일기,2386,8월3주차,예능,리얼리티
MBC,놀면뭐하니,2226,8월3주차,예능,리얼 버라이어티 쇼
KBS2,1박2일,2134,8월3주차,예능,여행
KBS1,KBS9시뉴스,1913,8월3주차,뉴스,뉴스
MBC,나혼자산다,1877,8월3주차,예능,리얼리티
KBS2,살림하는남자들,1661,8월3주차,예능,리얼리티
KBS1,인간극장,1472,8월3주차,시사/교양,다큐
SBS,TV동물농장,1435,8월3주차,시사/교양,리얼리티
KBS1,가요무대,1416,8월3주차,음악,음악
KBS2,(경찰수업),1412,8월3주차,드라마,형사
MBC,안싸우면다행이야,1406,8월3주차,예능,리얼리티
KBS2,사장님귀는당나귀귀,1329,8월3주차,예능,리얼 버라이어티 쇼
KBS1,김영철의동네한바퀴,1308,8월3주차,시사/교양,다큐
KBS1,우리말겨루기,1289,8월3주차,시사/교양,퀴즈
KBS1,특파원보고세계는지금,1277,8월3주차,시사/교양,시사교양
KBS1,시니어토크쇼황금연못,1249,8월3주차,시사/교양,시사교양
JTBC,어쩌다벤져스뭉쳐야찬다2,2140,8월3주차,예능,스포츠
TV CHOSUN,사랑의콜센타,2105,8월3주차,예능,리얼리티
TV CHOSUN,사랑의콜센타,1816,8월3주차,예능,리얼리티
JTBC,아는형님,1574,8월3주차,예능,리얼리티
TV CHOSUN,뽕숭아학당인생학교,1532,8월3주차,예능,예능
TV CHOSUN,뽕숭아학당인생학교,1307,8월3주차,예능,예능
TV CHOSUN,내딸하자땡큐콘서트,1256,8월3주차,예능,예능땡큐콘서트
TV CHOSUN,내딸하자땡큐콘서트,1195,8월3주차,예능,예능땡큐콘서트
TV CHOSUN,TV조선뉴스9,1151,8월3주차,뉴스,뉴스
TV CHOSUN,골프왕,1022,8월3주차,예능,스포츠
tvN,슬기로운의사생활2,3470,8월3주차,드라마,의학
tvN,악마판사,1916,8월3주차,드라마,"미스터리, 법률"
tvN,유퀴즈온더블럭,1762,8월3주차,예능,토크쇼
tvN,식스센스2,993,8월3주차,예능,"추리, 예능"
tvN,놀라운토요일예능신대륙개척,954,8월3주차,예능,리얼 버라이어티 쇼
tvN,대탈출4,825,8월3주차,예능,리얼리티
tvN,벌거벗은세계사,731,8월3주차,예능,역사
SPOTV,2021/2022프리미어리그,574,8월3주차,스포츠,스포츠
tvN,코미디빅리그,525,8월3주차,예능,코미디빅리그
tvN,미스터리실험쇼다빈치노트,511,8월3주차,예능,"미스터리, 과학"
KBS2,(오케이광자매),4768,8월1주차,드라마,로맨스
SBS,(WARINLIFE펜트하우스3),3092,8월1주차,드라마,스릴러
SBS,SBS도쿄올림픽여자배구(4강한국:브라질),2349,8월1주차,스포츠,스포츠
KBS2,1박2일,2239,8월1주차,예능,여행
KBS1,(속아도꿈결),1602,8월1주차,드라마,"가족, 로맨스"
SBS,미운우리새끼다시쓰는육아일기,1591,8월1주차,예능,리얼리티
KBS2,슈퍼맨이돌아왔다,1508,8월1주차,예능,리얼리티
KBS1,KBS9시뉴스,1440,8월1주차,뉴스,뉴스
KBS1,인간극장,1360,8월1주차,시사/교양,다큐
MBC,전지적참견시점,1356,8월1주차,예능,리얼리티
MBC,나혼자산다,1300,8월1주차,예능,리얼리티
KBS2,사장님귀는당나귀귀,1254,8월1주차,예능,리얼 버라이어티 쇼
KBS1,한국인의밥상,1251,8월1주차,시사/교양,시사교양
KBS1,아침마당,1183,8월1주차,시사/교양,시사교양
KBS1,2020도쿄올림픽결산특집다시우리의이야기,1134,8월1주차,시사/교양,스포츠
KBS1,KBS뉴스광장,1120,8월1주차,뉴스,뉴스
SBS,SBS도쿄올림픽야구(패자준결승한국:미국),1079,8월1주차,스포츠,스포츠
SBS,SBS8뉴스,1078,8월1주차,뉴스,뉴스
KBS1,우리말겨루기,1047,8월1주차,시사/교양,퀴즈
KBS1,KBS뉴스7,1040,8월1주차,뉴스,뉴스
TV CHOSUN,(결혼작사이혼작곡2),2795,8월1주차,드라마,멜로
JTBC,어쩌다벤져스뭉쳐야찬다2,2063,8월1주차,예능,스포츠
TV CHOSUN,뽕숭아학당인생학교,1709,8월1주차,예능,예능
TV CHOSUN,뽕숭아학당인생학교,1626,8월1주차,예능,예능
TV CHOSUN,사랑의콜센타TOP6메들리,1405,8월1주차,예능,리얼리티
TV CHOSUN,사랑의콜센타TOP6메들리,1005,8월1주차,예능,리얼리티
JTBC,아는형님,1001,8월1주차,예능,리얼리티
TV CHOSUN,골프왕,974,8월1주차,예능,스포츠
JTBC,1호가될순없어,944,8월1주차,예능,토크쇼
TV CHOSUN,내딸하자힘내라대한민국특집,901,8월1주차,예능,스포츠
tvN,슬기로운의사생활2,2920,8월1주차,드라마,의학
tvN,악마판사,1553,8월1주차,드라마,"미스터리, 법률"
tvN,놀라운토요일예능신대륙개척,971,8월1주차,예능,리얼 버라이어티 쇼
tvN,(더로드1의비극),779,8월1주차,드라마,미스터리
tvN,미스터리실험쇼다빈치노트,731,8월1주차,예능,"미스터리, 과학"
tvN,대탈출4,696,8월1주차,예능,리얼리티
tvN,벌거벗은세계사,694,8월1주차,예능,역사
tvN,식스센스2,580,8월1주차,예능,"추리, 예능"
tvN,유퀴즈온더블럭국가대표급자기님들,574,8월1주차,예능,토크쇼
tvN,전무후무한특종랭킹프리한19,519,8월1주차,예능,예능
SBS,(WARINLIFE펜트하우스3),2971,7월5주차,드라마,스릴러
KBS1,KBS9시뉴스,2056,7월5주차,뉴스,뉴스
KBS1,인간극장,1678,7월5주차,시사/교양,다큐
SBS,궁금한이야기Y,1626,7월5주차,시사/교양,시사교양
SBS,미운우리새끼다시쓰는육아일기,1556,7월5주차,예능,리얼리티
MBC,나혼자산다,1493,7월5주차,예능,리얼리티
SBS,SBS8뉴스,1445,7월5주차,뉴스,뉴스
KBS1,아침마당,1230,7월5주차,시사/교양,시사교양
SBS,(라켓소년단),1188,7월5주차,드라마,스포츠
MBC,황금어장라디오스타,1174,7월5주차,예능,토크쇼
MBC,MBC뉴스데스크,1142,7월5주차,뉴스,뉴스
KBS1,다큐온(암자의여름),1139,7월5주차,예능,다큐
KBS1,걸어서세계속으로,1118,7월5주차,시사/교양,시사교양
KBS2,슈퍼맨이돌아왔다,1110,7월5주차,예능,리얼리티
KBS1,(그섬에살고싶다),1105,7월5주차,다큐,다큐
KBS1,KBS뉴스광장,1092,7월5주차,뉴스,뉴스
KBS1,가요무대,1076,7월5주차,음악,음악
KBS2,여기는도쿄축구(예선한국:온두라스),1061,7월5주차,스포츠,스포츠
KBS1,숨터컬렉션,955,7월5주차,다큐,시사교양
SBS,백종원의골목식당,948,7월5주차,예능,예능
TV CHOSUN,(결혼작사이혼작곡2),2412,7월5주차,드라마,멜로
TV CHOSUN,사랑의콜센타스페셜듀엣,1352,7월5주차,예능,리얼리티
TV CHOSUN,와이프 카드 쓰는 남자,1273,7월5주차,예능,리얼리티
TV CHOSUN,내딸하자,1264,7월5주차,예능,예능
TV CHOSUN,내딸하자,1227,7월5주차,예능,예능
TV CHOSUN,뽕숭아학당인생학교여름특집,1196,7월5주차,예능,예능
TV CHOSUN,TV조선뉴스9,1093,7월5주차,뉴스,뉴스
MBN,현장르포특종세상,1017,7월5주차,시사/교양,시사교양
TV CHOSUN,(마이웨이),1014,7월5주차,영화,전쟁
TV CHOSUN,골프왕,1006,7월5주차,예능,스포츠
tvN,유퀴즈온더블럭,1697,7월5주차,예능,토크쇼
tvN,슬기로운의사생활2,1619,7월5주차,드라마,의학
tvN,악마판사,1202,7월5주차,드라마,미스터리
tvN,놓치지말아야할소리보이스4,1094,7월5주차,드라마,범죄
tvN,식스센스2,956,7월5주차,예능,추리
tvN,벌거벗은세계사,823,7월5주차,예능,역사
tvN,놀라운토요일예능신대륙개척,695,7월5주차,예능,리얼 버라이어티 쇼
tvN,대탈출4,648,7월5주차,예능,리얼리티
tvN,코미디빅리그,584,7월5주차,예능,코미디
tvN,너는나의봄,498,7월5주차,드라마,로맨스
KBS2,(오케이광자매),4966,7월3주차,드라마,로맨스
SBS,(WARINLIFE펜트하우스3),3357,7월3주차,드라마,스릴러
SBS,미운우리새끼다시쓰는육아일기,2622,7월3주차,예능,리얼리티
KBS1,(속아도꿈결),2617,7월3주차,드라마,로맨스
KBS2,(빨강구두),2092,7월3주차,드라마, 멜로
KBS2,1박2일,2034,7월3주차,예능,여행
MBC,놀면뭐하니,2031,7월3주차,예능,리얼 버라이어티 쇼
KBS1,KBS9시뉴스,1931,7월3주차,뉴스,뉴스
SBS,SBS스포츠축구(도쿄올림픽대표팀출정식경기한국:프랑스),1670,7월3주차,스포츠,스포츠
KBS1,인간극장,1611,7월3주차,시사/교양,다큐
SBS,TV동물농장,1537,7월3주차,시사/교양,리얼리티
MBC,나혼자산다,1492,7월3주차,예능,리얼리티
KBS2,KBS스포츠축구(하나은행초청올림픽대표팀평가전한국:아르헨티나),1459,7월3주차,스포츠,스포츠
KBS1,가요무대,1447,7월3주차,음악,음악
KBS1,특파원보고세계는지금,1365,7월3주차,시사/교양,시사교양
SBS,골때리는그녀들,1271,7월3주차,예능,특집
SBS,순간포착,1245,7월3주차,시사/교양,리얼리티
KBS1,KBS뉴스7,1202,7월3주차,뉴스,뉴스
KBS1,아침마당,1188,7월3주차,시사/교양,시사교양
KBS1,한국인의밥상,1181,7월3주차,시사/교양,시사교양
TV CHOSUN,(결혼작사이혼작곡2),2331,7월3주차,드라마,멜로
TV CHOSUN,뽕숭아학당인생학교,2091,7월3주차,예능,예능
TV CHOSUN,사랑의콜센타,2040,7월3주차,예능,리얼리티
TV CHOSUN,뽕숭아학당인생학교,1608,7월3주차,예능,예능
TV CHOSUN,사랑의콜센타,1491,7월3주차,예능,리얼리티
JTBC,뭉쳐야쏜다전설들의농구대잔치,1363,7월3주차,예능,스포츠
TV CHOSUN,와이프 카드 쓰는 남자,1283,7월3주차,예능,리얼리티
TV CHOSUN,내딸하자,1253,7월3주차,예능,예능
TV CHOSUN,TV조선뉴스9,1177,7월3주차,뉴스,뉴스
TV CHOSUN,내딸하자,1160,7월3주차,예능,예능
tvN,슬기로운의사생활2,3338,7월3주차,드라마,의학
tvN,악마판사,1467,7월3주차,드라마,미스터리
tvN,유퀴즈온더블럭,1116,7월3주차,예능,토크쇼
tvN,보이스4,1027,7월3주차,드라마,범죄
tvN,(간떨어지는동거),1001,7월3주차,드라마,판타지
